Learning Rate	Train Loss	Train Acc.	Train IOU.	Validate Loss	Validate Acc	Validate IOU	
0.000100	0.244343	0.891390	0.818817	0.275779	0.828117	0.768459	
0.000100	0.250378	0.890187	0.815818	0.256401	0.838746	0.780189	
0.000100	0.249469	0.890455	0.815995	0.279931	0.847518	0.775363	
0.000100	0.254776	0.885751	0.809948	0.264411	0.843723	0.783963	
0.000100	0.246201	0.891721	0.821916	0.256791	0.835521	0.775630	
0.000100	0.245619	0.892483	0.821647	0.272700	0.851181	0.783818	
0.000100	0.250602	0.887172	0.816994	0.250400	0.851096	0.786166	
0.000100	0.249907	0.891745	0.820132	0.267517	0.828092	0.776007	
0.000100	0.245429	0.891077	0.818629	0.270119	0.831503	0.772013	
0.000100	0.250350	0.890607	0.817853	0.261076	0.860113	0.798752	
0.000100	0.242740	0.890854	0.820283	0.275773	0.857997	0.796529	
0.000100	0.245170	0.891258	0.820328	0.262935	0.879080	0.812058	
0.000100	0.249923	0.890550	0.818038	0.269755	0.851353	0.777292	
0.000100	0.252715	0.890525	0.818886	0.270770	0.852906	0.798152	
0.000100	0.247793	0.889504	0.816393	0.268023	0.871241	0.803273	
0.000100	0.253243	0.890026	0.818896	0.272410	0.831094	0.775105	
0.000100	0.246286	0.892329	0.823745	0.283043	0.807312	0.750943	
0.000100	0.249420	0.888549	0.815373	0.272453	0.828229	0.767971	
0.000100	0.250416	0.887269	0.814457	0.255356	0.880447	0.816664	
0.000100	0.249262	0.892425	0.819697	0.277370	0.807033	0.754297	
0.000100	0.250071	0.890703	0.818394	0.283939	0.774591	0.716957	
0.000100	0.245971	0.890456	0.822348	0.276591	0.788430	0.732242	
0.000100	0.249522	0.889427	0.817136	0.254479	0.835101	0.783179	
0.000100	0.247279	0.890844	0.822243	0.264457	0.842886	0.782194	
0.000100	0.245953	0.889995	0.816317	0.266056	0.846829	0.794576	
0.000100	0.239566	0.894275	0.826755	0.273638	0.832243	0.777574	
0.000100	0.247975	0.889832	0.815381	0.259370	0.825585	0.770810	
0.000100	0.243557	0.893162	0.823553	0.266026	0.831502	0.769973	
0.000010	0.238357	0.901003	0.832600	0.263608	0.835123	0.780933	
0.000010	0.225758	0.905854	0.840712	0.258327	0.850107	0.798395	
0.000010	0.230949	0.908976	0.844877	0.253599	0.823305	0.770044	
0.000010	0.221126	0.909777	0.842733	0.240131	0.868609	0.813839	
0.000010	0.227669	0.908302	0.839199	0.224113	0.851589	0.802305	
0.000010	0.222636	0.910447	0.844681	0.261429	0.867660	0.816908	
0.000010	0.225622	0.908913	0.841277	0.256920	0.847904	0.798068	
0.000010	0.221880	0.911774	0.845387	0.248906	0.857335	0.808031	
0.000010	0.224016	0.910746	0.840673	0.270406	0.829662	0.779725	
0.000010	0.218609	0.911506	0.845391	0.247631	0.837317	0.784606	
0.000010	0.221544	0.912803	0.847029	0.256616	0.843434	0.789038	
0.000010	0.223753	0.910792	0.842701	0.257328	0.847443	0.796673	
0.000010	0.222681	0.911286	0.841732	0.256519	0.822864	0.769640	
0.000010	0.225375	0.910947	0.843647	0.254113	0.839619	0.783876	
0.000010	0.217659	0.912736	0.849300	0.252704	0.835447	0.784066	
0.000010	0.219894	0.911586	0.846265	0.253748	0.807708	0.755226	
0.000010	0.220194	0.913170	0.846552	0.256880	0.840053	0.791977	
0.000010	0.217383	0.912648	0.844579	0.240305	0.821701	0.768739	
0.000010	0.219971	0.912530	0.844430	0.254402	0.854593	0.808882	
0.000010	0.219836	0.912180	0.848368	0.242240	0.865508	0.815014	
0.000010	0.224688	0.912594	0.849465	0.277989	0.798593	0.744642	
0.000010	0.217070	0.915533	0.850658	0.243373	0.859649	0.808658	
0.000010	0.220409	0.912989	0.847208	0.250564	0.833862	0.783528	
0.000010	0.221502	0.912457	0.845222	0.245649	0.863854	0.811927	
0.000010	0.216121	0.915833	0.852063	0.248065	0.853701	0.805063	
0.000010	0.218125	0.911943	0.845364	0.253397	0.877080	0.827386	
0.000010	0.217578	0.914895	0.849541	0.248795	0.854154	0.806230	
0.000010	0.214498	0.916211	0.851857	0.239887	0.856817	0.805521	
0.000010	0.218276	0.915454	0.848887	0.224430	0.846298	0.795667	
0.000010	0.216798	0.915033	0.847838	0.258534	0.845117	0.795980	
0.000010	0.219605	0.911795	0.839997	0.238014	0.833299	0.781103	
0.000010	0.216555	0.914103	0.845936	0.239781	0.813703	0.762956	
0.000010	0.212885	0.916346	0.848279	0.234621	0.885349	0.831913	
0.000010	0.218076	0.914228	0.847304	0.260383	0.819598	0.765544	
0.000010	0.218310	0.915451	0.850643	0.260426	0.840623	0.791025	
0.000010	0.216057	0.915209	0.850146	0.243126	0.876887	0.824664	
0.000010	0.222941	0.915736	0.854219	0.254169	0.834309	0.784758	
0.000010	0.216650	0.915035	0.851389	0.243485	0.855231	0.807758	
0.000010	0.216609	0.916663	0.853775	0.232325	0.869189	0.816431	
0.000010	0.215680	0.914579	0.848827	0.268010	0.835463	0.784917	
0.000010	0.212154	0.916851	0.850086	0.236667	0.877451	0.828399	
0.000010	0.208492	0.916721	0.850937	0.247342	0.858700	0.811105	
0.000010	0.217244	0.915988	0.851844	0.240646	0.843324	0.790183	
0.000010	0.214681	0.915187	0.847398	0.241377	0.843136	0.792564	
0.000010	0.212572	0.914199	0.847797	0.235097	0.874366	0.826141	
0.000010	0.209357	0.914137	0.845288	0.245920	0.852931	0.798504	
0.000010	0.222866	0.913262	0.847163	0.245907	0.852359	0.804207	
0.000010	0.211227	0.917918	0.854927	0.242058	0.864753	0.816147	
0.000010	0.213889	0.915630	0.848964	0.242656	0.852344	0.803709	
0.000010	0.212938	0.915786	0.853397	0.252256	0.825721	0.773152	
0.000010	0.215341	0.916109	0.853604	0.222763	0.875705	0.826440	
0.000010	0.209984	0.914334	0.846060	0.261371	0.830722	0.779859	
0.000010	0.215919	0.913772	0.838535	0.241725	0.859383	0.809473	
0.000010	0.212711	0.915884	0.845748	0.239786	0.829767	0.777438	
0.000010	0.217823	0.913735	0.845359	0.235640	0.831932	0.778846	
0.000010	0.214375	0.916228	0.849163	0.246495	0.848053	0.799801	
0.000010	0.214820	0.917946	0.853874	0.245838	0.838180	0.787819	
0.000010	0.217439	0.914851	0.845690	0.252754	0.835978	0.786130	
0.000010	0.212306	0.917741	0.854238	0.256519	0.857699	0.806272	
0.000010	0.216047	0.918040	0.853109	0.255189	0.847986	0.797121	
0.000010	0.216186	0.915917	0.847984	0.249287	0.841455	0.790006	
0.000010	0.216791	0.918374	0.854142	0.231690	0.849049	0.799236	
0.000010	0.216874	0.917540	0.851762	0.244323	0.827663	0.775511	
0.000010	0.215451	0.918606	0.856488	0.245425	0.830764	0.778612	
0.000010	0.216832	0.915427	0.848233	0.252069	0.830751	0.779171	
0.000010	0.217583	0.917258	0.852639	0.238534	0.845560	0.795452	
0.000010	0.212857	0.918017	0.853737	0.228405	0.844734	0.795870	
0.000010	0.217413	0.917317	0.853278	0.247740	0.827641	0.776987	
0.000010	0.207628	0.918825	0.855453	0.247719	0.832167	0.783201	
0.000010	0.211811	0.917437	0.852044	0.241605	0.853585	0.803105	
0.000010	0.208202	0.916187	0.847507	0.237389	0.856139	0.803254	
0.000010	0.217107	0.915842	0.849331	0.250586	0.835018	0.788166	
0.000010	0.207847	0.919333	0.858782	0.239813	0.856619	0.804789	
0.000010	0.215542	0.917989	0.856329	0.240309	0.796232	0.740001	
0.000010	0.212187	0.917662	0.852803	0.256601	0.844635	0.792536	
0.000010	0.210378	0.916908	0.846153	0.227109	0.869244	0.821406	
0.000010	0.207452	0.918014	0.854155	0.244369	0.846521	0.797440	
0.000010	0.211022	0.915927	0.846163	0.255743	0.830168	0.780171	
0.000010	0.215344	0.917830	0.850634	0.250165	0.820649	0.770145	
0.000010	0.211990	0.918055	0.854436	0.246206	0.855945	0.809219	
0.000010	0.209129	0.917974	0.849895	0.240169	0.826900	0.773219	
0.000010	0.219396	0.916300	0.846468	0.250452	0.861330	0.810560	
0.000010	0.215340	0.918297	0.849982	0.247885	0.856807	0.805312	
0.000010	0.209583	0.916069	0.850968	0.239954	0.848468	0.798890	
0.000010	0.215771	0.917850	0.852768	0.243398	0.846777	0.799327	
0.000010	0.219789	0.916768	0.847772	0.246037	0.843609	0.794709	
0.000010	0.213353	0.916224	0.849355	0.251594	0.823266	0.768494	
0.000010	0.213357	0.917084	0.846434	0.246772	0.838057	0.786185	
0.000010	0.211203	0.919064	0.854778	0.241394	0.865598	0.818625	
0.000010	0.212278	0.915181	0.843025	0.222335	0.839277	0.790073	
0.000010	0.210530	0.917370	0.848917	0.239079	0.842915	0.792057	
0.000010	0.210298	0.916149	0.846876	0.240122	0.837179	0.787512	
0.000010	0.212377	0.915369	0.841737	0.232656	0.854042	0.803541	
0.000010	0.212773	0.916017	0.850055	0.248435	0.838496	0.787129	
0.000010	0.212360	0.916148	0.849308	0.238645	0.820335	0.766625	
0.000010	0.208576	0.917117	0.850254	0.246469	0.826974	0.773544	
0.000010	0.213924	0.918118	0.852556	0.252131	0.807957	0.756273	
0.000010	0.212700	0.918763	0.856391	0.238537	0.884135	0.834656	
0.000010	0.209543	0.917126	0.848679	0.259376	0.842471	0.794699	
0.000010	0.207799	0.917789	0.851738	0.255215	0.819338	0.767373	
0.000010	0.215595	0.916625	0.841361	0.235158	0.843232	0.790997	
0.000010	0.208503	0.919935	0.857263	0.245201	0.879209	0.830533	
0.000010	0.207231	0.917646	0.847943	0.244362	0.841593	0.795087	
0.000010	0.217302	0.917526	0.848948	0.249625	0.861512	0.814626	
0.000010	0.210500	0.919088	0.854354	0.237879	0.840142	0.790945	
0.000010	0.213888	0.918000	0.852832	0.248623	0.828530	0.777134	
0.000010	0.212619	0.917441	0.848235	0.239490	0.854199	0.806725	
0.000010	0.213680	0.920558	0.858382	0.255877	0.846686	0.797910	
0.000010	0.210049	0.919430	0.853244	0.249893	0.828901	0.780143	
0.000010	0.212638	0.920058	0.857957	0.256232	0.818834	0.767865	
0.000010	0.218309	0.917493	0.852796	0.254908	0.840586	0.792742	
